place,landed,filled
Bangalore,0.0,11648
Chennai,0.0,18370
Dehradun,0.0,8532
Indore,0.0,36027
Pune,0.0,25933
Bangalore,0.0,21896
Chennai,0.0,33401
Dehradun,0.0,16242
Indore,0.0,80021
Pune,0.0,86289
Bangalore,0.0,1668
Chennai,0.0,2818
Dehradun,0.0,2235
Indore,0.0,5897
Pune,0.0,6955
Bangalore,179795.0,32291
Chennai,406945.0,76188
Dehradun,161223.0,21543
Indore,1291855.0,267718
Pune,467049.0,93203
Bangalore,609614.0,37899
Chennai,1023077.0,88418
Dehradun,623591.0,23334
Indore,2341885.0,279223
Pune,2310687.0,240656
Bangalore,90584.0,3850
Chennai,150268.0,10853
Dehradun,63753.0,4796
Indore,490676.0,49443
Pune,471348.0,27619
Bangalore,0.0,10517
Chennai,0.0,30412
Dehradun,0.0,12712
Indore,0.0,49565
Pune,0.0,22949
Bangalore,0.0,18353
Chennai,0.0,45434
Dehradun,0.0,27930
Indore,0.0,91521
Pune,0.0,77979
Bangalore,0.0,1762
Chennai,0.0,5400
Dehradun,0.0,3354
Indore,0.0,11062
Pune,0.0,8488
Bangalore,104276.0,28793
Chennai,323798.0,82362
Dehradun,111933.0,22729
Indore,807522.0,203838
Pune,320886.0,70743
Bangalore,417156.0,42683
Chennai,1227117.0,62139
Dehradun,694376.0,20704
Indore,3524626.0,171702
Pune,4319381.0,227783
Bangalore,48678.0,2541
Chennai,130302.0,11281
Dehradun,61745.0,4895
Indore,272790.0,41239
Pune,220604.0,20640
Bangalore,0.0,6203
Chennai,0.0,16869
Dehradun,0.0,7880
Indore,0.0,30362
Pune,0.0,18942
Bangalore,0.0,19233
Chennai,0.0,34017
Dehradun,0.0,17976
Indore,0.0,70281
Pune,0.0,79836
Bangalore,0.0,1548
Chennai,0.0,2837
Dehradun,0.0,2220
Indore,0.0,5489
Pune,0.0,5665
Bangalore,113160.0,14049
Chennai,375662.0,65522
Dehradun,148185.0,19270
Indore,1126320.0,224810
Pune,382976.0,59298
Bangalore,585475.0,30237
Chennai,1051774.0,89696
Dehradun,669330.0,23313
Indore,2322898.0,245674
Pune,2874458.0,212511
Bangalore,80157.0,3493
Chennai,147401.0,9264
Dehradun,62481.0,4371
Indore,385286.0,44165
Pune,373508.0,20985
Bangalore,0.0,11870
Chennai,0.0,35682
Dehradun,0.0,13520
Indore,0.0,55955
Pune,0.0,27512
Bangalore,0.0,19184
Chennai,0.0,49759
Dehradun,0.0,25024
Indore,0.0,96278
Pune,0.0,77847
Bangalore,0.0,1853
Chennai,0.0,6061
Dehradun,0.0,2920
Indore,0.0,10828
Pune,0.0,7841
Bangalore,110230.0,32130
Chennai,365786.0,95934
Dehradun,113706.0,25337
Indore,856401.0,219905
Pune,395949.0,120346
Bangalore,528557.0,46196
Chennai,1545978.0,68104
Dehradun,1125225.0,21034
Indore,3668102.0,178019
Pune,6354506.0,375564
Bangalore,44529.0,2553
Chennai,178040.0,12343
Dehradun,66350.0,7919
Indore,436707.0,41381
Pune,265170.0,18631
Bangalore,0.0,7590
Chennai,0.0,17608
Dehradun,0.0,9837
Indore,0.0,32968
Pune,0.0,21190
Bangalore,0.0,21607
Chennai,0.0,35468
Dehradun,0.0,22820
Indore,0.0,77603
Pune,0.0,78517
Bangalore,0.0,1796
Chennai,0.0,2855
Dehradun,0.0,1910
Indore,0.0,6636
Pune,0.0,5351
Bangalore,128121.0,16899
Chennai,381464.0,70273
Dehradun,154700.0,23134
Indore,1214962.0,234961
Pune,401415.0,63460
Bangalore,685635.0,34717
Chennai,1408582.0,89265
Dehradun,619834.0,27017
Indore,4015063.0,257097
Pune,7562185.0,198860
Bangalore,79063.0,4374
Chennai,226579.0,8733
Dehradun,65863.0,3732
Indore,840333.0,42312
Pune,418325.0,17741
Bangalore,0.0,14749
Chennai,0.0,46171
Dehradun,0.0,17281
Indore,0.0,70801
Pune,0.0,35807
Bangalore,0.0,20291
Chennai,0.0,53493
Dehradun,0.0,25390
Indore,0.0,93859
Pune,0.0,80220
Bangalore,0.0,2225
Chennai,0.0,5954
Dehradun,0.0,3048
Indore,0.0,9959
Pune,0.0,6718
Bangalore,137757.0,32292
Chennai,469323.0,125283
Dehradun,141299.0,31438
Indore,1120016.0,304972
Pune,556275.0,181182
Bangalore,709806.0,49546
Chennai,2305465.0,66309
Dehradun,784221.0,30325
Indore,2722843.0,171084
Pune,8188402.0,558073
Bangalore,63041.0,2915
Chennai,241939.0,12694
Dehradun,72087.0,5366
Indore,645377.0,38432
Pune,292391.0,16693
Bangalore,0.0,10791
Chennai,0.0,22802
Dehradun,0.0,11749
Indore,0.0,39306
Pune,0.0,23067
Bangalore,0.0,26268
Chennai,0.0,40394
Dehradun,0.0,21781
Indore,0.0,77635
Pune,0.0,74584
Bangalore,0.0,1818
Chennai,0.0,2669
Dehradun,0.0,1896
Indore,0.0,4628
Pune,0.0,3774
Bangalore,171681.0,21484
Chennai,482685.0,89614
Dehradun,211395.0,28970
Indore,1462881.0,287063
Pune,482157.0,72534
Bangalore,723554.0,38737
Chennai,1489524.0,98073
Dehradun,755417.0,30212
Indore,3976986.0,259789
Pune,4806348.0,235511
Bangalore,74936.0,3461
Chennai,358762.0,8360
Dehradun,81643.0,3226
Indore,1462730.0,41508
Pune,395168.0,13711
Bangalore,0.0,13822
Chennai,0.0,44563
Dehradun,0.0,15648
Indore,0.0,50737
Pune,0.0,23250
Bangalore,0.0,22165
Chennai,0.0,61459
Dehradun,0.0,30156
Indore,0.0,91275
Pune,0.0,74444
Bangalore,0.0,2286
Chennai,0.0,6950
Dehradun,0.0,3484
Indore,0.0,10287
Pune,0.0,5897
Bangalore,123589.0,29688
Chennai,459962.0,119696
Dehradun,137395.0,27524
Indore,887789.0,234795
Pune,360624.0,81141
Bangalore,452117.0,47558
Chennai,1566157.0,85297
Dehradun,640724.0,26416
Indore,1878019.0,200767
Pune,6851863.0,396730
Bangalore,43981.0,2585
Chennai,173406.0,16209
Dehradun,64296.0,4734
Indore,360851.0,58995
Pune,266013.0,15894
Bangalore,0.0,8879
Chennai,0.0,20299
Dehradun,0.0,9606
Indore,0.0,27136
Pune,0.0,12245
Bangalore,0.0,23888
Chennai,0.0,39020
Dehradun,0.0,19124
Indore,0.0,60175
Pune,0.0,44985
Bangalore,0.0,2005
Chennai,0.0,3145
Dehradun,0.0,2076
Indore,0.0,5013
Pune,0.0,3363
Bangalore,129229.0,16485
Chennai,434135.0,79263
Dehradun,165906.0,21937
Indore,1159779.0,232425
Pune,327302.0,38580
Bangalore,478906.0,33757
Chennai,1112255.0,95118
Dehradun,729284.0,23784
Indore,3081765.0,218329
Pune,3919779.0,137391
Bangalore,74038.0,3341
Chennai,182596.0,11000
Dehradun,66979.0,3817
Indore,659788.0,40268
Pune,338873.0,15368
Bangalore,0.0,11183
Chennai,0.0,39520
Dehradun,0.0,17429
Indore,0.0,45917
Pune,0.0,21913
Bangalore,0.0,19105
Chennai,0.0,59809
Dehradun,0.0,33111
Indore,0.0,88624
Pune,0.0,70535
Bangalore,0.0,1695
Chennai,0.0,5997
Dehradun,0.0,3538
Indore,0.0,10422
Pune,0.0,5266
Bangalore,114099.0,26497
Chennai,412412.0,104268
Dehradun,141409.0,30962
Indore,847851.0,210076
Pune,359278.0,78249
Bangalore,542616.0,42144
Chennai,1363960.0,71907
Dehradun,570608.0,28361
Indore,1368953.0,246174
Pune,3859346.0,244278
Bangalore,37253.0,2497
Chennai,169691.0,14553
Dehradun,84980.0,5326
Indore,322489.0,70287
Pune,238426.0,16562
Bangalore,0.0,2806
Chennai,0.0,10381
Dehradun,0.0,4120
Indore,0.0,18686
Pune,0.0,6248
Bangalore,0.0,8468
Chennai,0.0,23903
Dehradun,0.0,7564
Indore,0.0,46956
Pune,0.0,27559
Bangalore,0.0,1102
Chennai,0.0,2041
Dehradun,0.0,860
Indore,0.0,3642
Pune,0.0,2809
Bangalore,69008.0,6176
Chennai,282575.0,39735
Dehradun,106503.0,11851
Indore,874324.0,165132
Pune,262029.0,27908
Bangalore,485278.0,15694
Chennai,2870002.0,65505
Dehradun,431752.0,9601
Indore,2382456.0,199937
Pune,3922145.0,108739
Bangalore,66917.0,2368
Chennai,117097.0,8278
Dehradun,46111.0,1619
Indore,466715.0,30563
Pune,510775.0,17134
Bangalore,0.0,13808
Chennai,0.0,41016
Dehradun,0.0,18461
Indore,0.0,49042
Pune,0.0,21931
Bangalore,0.0,22026
Chennai,0.0,62403
Dehradun,0.0,36729
Indore,0.0,91492
Pune,0.0,75391
Bangalore,0.0,1870
Chennai,0.0,6311
Dehradun,0.0,3823
Indore,0.0,9767
Pune,0.0,5738
Bangalore,117926.0,31446
Chennai,416780.0,105122
Dehradun,144403.0,32686
Indore,909601.0,236097
Pune,356323.0,74331
Bangalore,370302.0,47218
Chennai,914440.0,80392
Dehradun,551952.0,33742
Indore,1264449.0,208409
Pune,3348844.0,235415
Bangalore,37822.0,2916
Chennai,156595.0,15267
Dehradun,80764.0,5629
Indore,310723.0,52747
Pune,219647.0,18438
Bangalore,0.0,3131
Chennai,0.0,9842
Dehradun,0.0,3664
Indore,0.0,18498
Pune,0.0,4988
Bangalore,0.0,7969
Chennai,0.0,21648
Dehradun,0.0,7448
Indore,0.0,46071
Pune,0.0,25595
Bangalore,0.0,1040
Chennai,0.0,1893
Dehradun,0.0,766
Indore,0.0,3120
Pune,0.0,3310
Bangalore,71083.0,6876
Chennai,271924.0,36784
Dehradun,107034.0,10058
Indore,888428.0,164047
Pune,245411.0,22450
Bangalore,323529.0,13004
Chennai,634435.0,58461
Dehradun,268086.0,10282
Indore,2406885.0,209864
Pune,2387859.0,110647
Bangalore,53487.0,2346
Chennai,108920.0,7521
Dehradun,38023.0,1573
Indore,384655.0,33876
Pune,261786.0,18593
Bangalore,0.0,12035
Chennai,0.0,35027
Dehradun,0.0,13043
Indore,0.0,42443
Pune,0.0,18435
Bangalore,0.0,19797
Chennai,0.0,54364
Dehradun,0.0,30394
Indore,0.0,81662
Pune,0.0,62100
Bangalore,0.0,1626
Chennai,0.0,5204
Dehradun,0.0,2772
Indore,0.0,9562
Pune,0.0,5051
Bangalore,98483.0,24263
Chennai,358640.0,90525
Dehradun,116410.0,28721
Indore,772373.0,196944
Pune,311531.0,61216
Bangalore,420104.0,49760
Chennai,1441355.0,68938
Dehradun,571259.0,46878
Indore,1193816.0,181615
Pune,4072062.0,257187
Bangalore,34099.0,2632
Chennai,133346.0,13073
Dehradun,59922.0,4459
Indore,307418.0,50917
Pune,161926.0,15303
Bangalore,0.0,6092
Chennai,0.0,12761
Dehradun,0.0,5863
Indore,0.0,22180
Pune,0.0,9271
Bangalore,0.0,15871
Chennai,0.0,27086
Dehradun,0.0,13523
Indore,0.0,56319
Pune,0.0,43147
Bangalore,0.0,1350
Chennai,0.0,2362
Dehradun,0.0,1407
Indore,0.0,3940
Pune,0.0,4109
Bangalore,92932.0,11373
Chennai,310222.0,47394
Dehradun,120203.0,12886
Indore,956885.0,175117
Pune,298824.0,33849
Bangalore,421053.0,22438
Chennai,979176.0,73383
Dehradun,424124.0,18474
Indore,2672717.0,214057
Pune,1797321.0,136479
Bangalore,71174.0,2480
Chennai,143678.0,9526
Dehradun,48428.0,3168
Indore,591068.0,38612
Pune,274018.0,17495
Bangalore,0.0,11903
Chennai,0.0,37119
Dehradun,0.0,10699
Indore,0.0,49266
Pune,0.0,18429
Bangalore,0.0,20108
Chennai,0.0,57794
Dehradun,0.0,29147
Indore,0.0,96225
Pune,0.0,63849
Bangalore,0.0,1689
Chennai,0.0,5448
Dehradun,0.0,2657
Indore,0.0,8356
Pune,0.0,5172
Bangalore,96596.0,25408
Chennai,383071.0,97947
Dehradun,100228.0,21080
Indore,831138.0,219234
Pune,316491.0,63793
Bangalore,1136869.0,69461
Chennai,1887708.0,80318
Dehradun,1087024.0,34548
Indore,2886513.0,202499
Pune,8093290.0,353705
Bangalore,50458.0,2731
Chennai,154183.0,13551
Dehradun,53383.0,5137
Indore,389245.0,40094
Pune,198514.0,19867
Bangalore,0.0,9733
Chennai,0.0,19326
Dehradun,0.0,7512
Indore,0.0,35182
Pune,0.0,12901
Bangalore,0.0,24730
Chennai,0.0,40066
Dehradun,0.0,21734
Indore,0.0,98229
Pune,0.0,67706
Bangalore,0.0,1748
Chennai,0.0,3274
Dehradun,0.0,2196
Indore,0.0,9831
Pune,0.0,5856
Bangalore,113071.0,17430
Chennai,415001.0,71873
Dehradun,127647.0,13161
Indore,1238699.0,241350
Pune,349320.0,41146
Bangalore,439762.0,30970
Chennai,1029842.0,98546
Dehradun,447590.0,25260
Indore,3384923.0,337055
Pune,2253478.0,190809
Bangalore,92526.0,2826
Chennai,163996.0,12666
Dehradun,55373.0,4383
Indore,837019.0,52868
Pune,361096.0,23978
Bangalore,0.0,8755
Chennai,0.0,33765
Dehradun,0.0,9870
Indore,0.0,45087
Pune,0.0,20332
Bangalore,0.0,15416
Chennai,0.0,53713
Dehradun,0.0,26202
Indore,0.0,86529
Pune,0.0,66498
Bangalore,0.0,1363
Chennai,0.0,5231
Dehradun,0.0,2472
Indore,0.0,7874
Pune,0.0,4660
Bangalore,75621.0,18137
Chennai,337042.0,84887
Dehradun,84604.0,15595
Indore,759501.0,193098
Pune,325969.0,66662
Bangalore,740915.0,50770
Chennai,1647996.0,80612
Dehradun,871085.0,22409
Indore,3344674.0,191606
Pune,7636691.0,310982
Bangalore,27072.0,2122
Chennai,118855.0,13331
Dehradun,50779.0,4608
Indore,437476.0,44301
Pune,202251.0,20219
Bangalore,0.0,7756
Chennai,0.0,18248
Dehradun,0.0,6612
Indore,0.0,39619
Pune,0.0,15067
Bangalore,0.0,19252
Chennai,0.0,37972
Dehradun,0.0,19529
Indore,0.0,90778
Pune,0.0,58897
Bangalore,0.0,1263
Chennai,0.0,3206
Dehradun,0.0,1982
Indore,0.0,5620
Pune,0.0,5149
Bangalore,95158.0,13795
Chennai,389482.0,65856
Dehradun,117524.0,11324
Indore,1301662.0,230337
Pune,396809.0,53667
Bangalore,424654.0,25580
Chennai,1023673.0,95186
Dehradun,463365.0,21389
Indore,3314853.0,287372
Pune,2004893.0,190855
Bangalore,56754.0,2174
Chennai,149359.0,11984
Dehradun,56531.0,3762
Indore,809167.0,54001
Pune,337224.0,24386
Bangalore,0.0,9963
Chennai,0.0,32333
Dehradun,0.0,13068
Indore,0.0,47379
Pune,0.0,21547
Bangalore,0.0,15705
Chennai,0.0,50206
Dehradun,0.0,28379
Indore,0.0,83127
Pune,0.0,75466
Bangalore,0.0,1317
Chennai,0.0,4848
Dehradun,0.0,2432
Indore,0.0,7079
Pune,0.0,4645
Bangalore,84312.0,21576
Chennai,317801.0,79934
Dehradun,101656.0,21858
Indore,778299.0,194975
Pune,331140.0,69155
Bangalore,402508.0,66225
Chennai,1346224.0,70835
Dehradun,607163.0,28139
Indore,2444591.0,185340
Pune,6411464.0,370236
Bangalore,27822.0,1985
Chennai,135054.0,11750
Dehradun,53609.0,4627
Indore,381032.0,38324
Pune,213487.0,23600
Bangalore,0.0,10536
Chennai,0.0,20450
Dehradun,0.0,10663
Indore,0.0,36822
Pune,0.0,16507
Bangalore,0.0,26396
Chennai,0.0,38831
Dehradun,0.0,23192
Indore,0.0,91690
Pune,0.0,61200
Bangalore,0.0,1301
Chennai,0.0,3698
Dehradun,0.0,2244
Indore,0.0,5766
Pune,0.0,5139
Bangalore,109238.0,19771
Chennai,406611.0,74083
Dehradun,159443.0,21257
Indore,1358874.0,231529
Pune,434147.0,61662
Bangalore,536940.0,26805
Chennai,1391923.0,93236
Dehradun,600409.0,23426
Indore,3936846.0,301406
Pune,2497550.0,185775
Bangalore,63411.0,2104
Chennai,183529.0,12963
Dehradun,64239.0,3900
Indore,833958.0,51909
Pune,375190.0,20272
Bangalore,0.0,8389
Chennai,0.0,27228
Dehradun,0.0,9298
Indore,0.0,43998
Pune,0.0,15418
Bangalore,0.0,15595
Chennai,0.0,45586
Dehradun,0.0,21151
Indore,0.0,86022
Pune,0.0,68597
Bangalore,0.0,1264
Chennai,0.0,4770
Dehradun,0.0,2008
Indore,0.0,10270
Pune,0.0,4623
Bangalore,74879.0,20188
Chennai,272582.0,68766
Dehradun,80157.0,16450
Indore,747883.0,188298
Pune,260964.0,51270
Bangalore,999165.0,502226
Chennai,1554926.0,69876
Dehradun,591144.0,24732
Indore,2112984.0,184205
Pune,9083552.0,923720
Bangalore,26662.0,2221
Chennai,102093.0,12448
Dehradun,37336.0,3371
Indore,423161.0,48582
Pune,1035025.0,15466
Bangalore,0.0,7249
Chennai,0.0,16228
Dehradun,0.0,7617
Indore,0.0,33881
Pune,0.0,13251
Bangalore,0.0,18059
Chennai,0.0,35461
Dehradun,0.0,16562
Indore,0.0,103763
Pune,0.0,60774
Bangalore,0.0,1189
Chennai,0.0,3266
Dehradun,0.0,1630
Indore,0.0,9739
Pune,0.0,5398
Bangalore,95328.0,16389
Chennai,350468.0,58003
Dehradun,128400.0,15881
Indore,1194515.0,211249
Pune,346837.0,41598
Bangalore,472110.0,30204
Chennai,1320796.0,83273
Dehradun,512808.0,18437
Indore,3654139.0,303346
Pune,3191562.0,213484
Bangalore,53529.0,2123
Chennai,142887.0,11444
Dehradun,49035.0,2989
Indore,815877.0,52494
Pune,354289.0,19522
Bangalore,0.0,8330
Chennai,0.0,32222
Dehradun,0.0,9625
Indore,0.0,35646
Pune,0.0,18408
Bangalore,0.0,14172
Chennai,0.0,47527
Dehradun,0.0,19901
Indore,0.0,69691
Pune,0.0,55206
Bangalore,0.0,1094
Chennai,0.0,4305
Dehradun,0.0,1730
Indore,0.0,7453
Pune,0.0,4166
Bangalore,74450.0,20750
Chennai,384511.0,92150
Dehradun,77045.0,16299
Indore,578439.0,145281
Pune,286620.0,59782
Bangalore,612238.0,266144
Chennai,3000806.0,198119
Dehradun,500338.0,25691
Indore,3462126.0,321858
Pune,4284911.0,374642
Bangalore,24567.0,2501
Chennai,144276.0,11951
Dehradun,32261.0,2944
Indore,317497.0,33316
Pune,260488.0,14130
Bangalore,0.0,7840
Chennai,0.0,20452
Dehradun,0.0,8291
Indore,0.0,32554
Pune,0.0,15464
Bangalore,0.0,16857
Chennai,0.0,35537
Dehradun,0.0,16953
Indore,0.0,93755
Pune,0.0,60548
Bangalore,0.0,1201
Chennai,0.0,3301
Dehradun,0.0,1746
Indore,0.0,10298
Pune,0.0,5073
Bangalore,101638.0,18106
Chennai,558689.0,90367
Dehradun,132113.0,19122
Indore,1074759.0,204963
Pune,424738.0,64911
Bangalore,477170.0,41625
Chennai,2148119.0,97569
Dehradun,667136.0,21906
Indore,3020639.0,302076
Pune,3007471.0,275399
Bangalore,51777.0,2334
Chennai,252044.0,12882
Dehradun,46461.0,3398
Indore,778553.0,65221
Pune,314813.0,20308
Bangalore,0.0,8888
Chennai,0.0,41060
Dehradun,0.0,11878
Indore,0.0,34840
Pune,0.0,19814
Bangalore,0.0,13483
Chennai,0.0,55630
Dehradun,0.0,21392
Indore,0.0,67292
Pune,0.0,57431
Bangalore,0.0,1070
Chennai,0.0,4617
Dehradun,0.0,1753
Indore,0.0,5735
Pune,0.0,4091
Bangalore,84830.0,20069
Chennai,458690.0,117991
Dehradun,94292.0,20027
Indore,575686.0,136008
Pune,313142.0,58235
Bangalore,645039.0,201687
Chennai,3181384.0,256035
Dehradun,646672.0,32958
Indore,3574996.0,139749
Pune,5663574.0,271304
Bangalore,26027.0,1978
Chennai,126204.0,11737
Dehradun,34448.0,2742
Indore,275838.0,25200
Pune,186041.0,11174
Bangalore,0.0,8667
Chennai,0.0,24835
Dehradun,0.0,11011
Indore,0.0,35734
Pune,0.0,15939
Bangalore,0.0,18765
Chennai,0.0,40133
Dehradun,0.0,19559
Indore,0.0,100464
Pune,0.0,65295
Bangalore,0.0,1394
Chennai,0.0,3835
Dehradun,0.0,1679
Indore,0.0,14540
Pune,0.0,5103
Bangalore,113469.0,19919
Chennai,650916.0,116642
Dehradun,147823.0,24992
Indore,1116945.0,211940
Pune,432377.0,59242
Bangalore,1015916.0,194670
Chennai,2059826.0,115203
Dehradun,734100.0,30554
Indore,3871065.0,277356
Pune,4547594.0,781617
Bangalore,62563.0,2285
Chennai,221283.0,14571
Dehradun,47189.0,2819
Indore,807397.0,66160
Pune,324762.0,18879
Bangalore,0.0,7828
Chennai,0.0,40987
Dehradun,0.0,10111
Indore,0.0,28741
Pune,0.0,16869
Bangalore,0.0,17620
Chennai,0.0,52315
Dehradun,0.0,20831
Indore,0.0,58138
Pune,0.0,48710
Bangalore,0.0,1077
Chennai,0.0,4708
Dehradun,0.0,1613
Indore,0.0,5261
Pune,0.0,4260
Bangalore,70934.0,16647
Chennai,468529.0,120220
Dehradun,82950.0,16202
Indore,506447.0,114584
Pune,275267.0,48957
Bangalore,537590.0,85082
Chennai,2514442.0,123356
Dehradun,708013.0,49450
Indore,2227421.0,121001
Pune,4997015.0,215185
Bangalore,24568.0,1490
Chennai,173937.0,11831
Dehradun,35637.0,2674
Indore,166301.0,22135
Pune,154252.0,11343
Bangalore,0.0,7518
Chennai,0.0,24035
Dehradun,0.0,7986
Indore,0.0,26288
Pune,0.0,14429
Bangalore,0.0,26992
Chennai,0.0,37329
Dehradun,0.0,24658
Indore,0.0,81979
Pune,0.0,58280
Bangalore,0.0,1155
Chennai,0.0,3202
Dehradun,0.0,1257
Indore,0.0,12069
Pune,0.0,4907
Bangalore,101129.0,15873
Chennai,642538.0,114013
Dehradun,130357.0,17741
Indore,964985.0,170351
Pune,398733.0,52930
Bangalore,1060039.0,153724
Chennai,2119175.0,323447
Dehradun,1332726.0,310999
Indore,4024474.0,252828
Pune,3457907.0,321165
Bangalore,54660.0,2030
Chennai,176500.0,11994
Dehradun,43196.0,1981
Indore,539148.0,55813
Pune,321848.0,18697
Bangalore,0.0,17548
Chennai,0.0,73564
Dehradun,0.0,26909
Indore,0.0,49574
Pune,0.0,30690
Bangalore,0.0,24239
Chennai,0.0,95065
Dehradun,0.0,43422
Indore,0.0,102191
Pune,0.0,84846
Bangalore,0.0,1886
Chennai,0.0,8253
Dehradun,0.0,3257
Indore,0.0,8497
Pune,0.0,7016
Bangalore,86791.0,22893
Chennai,453170.0,112074
Dehradun,115322.0,23973
Indore,469986.0,106836
Pune,327561.0,47504
Bangalore,556135.0,98324
Chennai,2385905.0,150313
Dehradun,715815.0,20064
Indore,2298489.0,109342
Pune,6932638.0,164349
Bangalore,33554.0,1346
Chennai,138569.0,11274
Dehradun,37983.0,2435
Indore,172378.0,20024
Pune,201526.0,9798
Bangalore,0.0,16144
Chennai,0.0,46241
Dehradun,0.0,19474
Indore,0.0,49917
Pune,0.0,31346
Bangalore,0.0,31633
Chennai,0.0,69738
Dehradun,0.0,35072
Indore,0.0,159287
Pune,0.0,113956
Bangalore,0.0,2110
Chennai,0.0,5530
Dehradun,0.0,2334
Indore,0.0,19475
Pune,0.0,9041
Bangalore,133006.0,19242
Chennai,633126.0,113085
Dehradun,192725.0,23092
Indore,900025.0,160985
Pune,472184.0,62583
Bangalore,919235.0,174657
Chennai,2120222.0,430733
Dehradun,878013.0,30242
Indore,4375911.0,279033
Pune,3249124.0,212269
Bangalore,56054.0,1813
Chennai,177943.0,12627
Dehradun,45404.0,2012
Indore,527479.0,45283
Pune,335929.0,17291
Bangalore,0.0,18070
Chennai,0.0,91754
Dehradun,0.0,33534
Indore,0.0,56746
Pune,0.0,42130
Bangalore,0.0,26328
Chennai,0.0,108976
Dehradun,0.0,87870
Indore,0.0,107850
Pune,0.0,94944
Bangalore,0.0,1824
Chennai,0.0,9938
Dehradun,0.0,3694
Indore,0.0,9294
Pune,0.0,7254
Bangalore,91413.0,22172
Chennai,532703.0,133318
Dehradun,135946.0,26867
Indore,498457.0,112338
Pune,361255.0,64608
Bangalore,903901.0,57540
Chennai,4605196.0,141519
Dehradun,1145736.0,50089
Indore,3789022.0,131488
Pune,9036434.0,119167
Bangalore,34418.0,1456
Chennai,180296.0,13705
Dehradun,44221.0,3156
Indore,163838.0,20084
Pune,273488.0,10136
Bangalore,0.0,18930
Chennai,0.0,57582
Dehradun,0.0,24844
Indore,0.0,56690
Pune,0.0,43616
Bangalore,0.0,36822
Chennai,0.0,87136
Dehradun,0.0,85472
Indore,0.0,163202
Pune,0.0,118362
Bangalore,0.0,2416
Chennai,0.0,7524
Dehradun,0.0,2854
Indore,0.0,22418
Pune,0.0,10070
Bangalore,144389.0,19945
Chennai,725691.0,130995
Dehradun,211011.0,26089
Indore,961377.0,181726
Pune,651079.0,110735
Bangalore,1645248.0,113528
Chennai,2569074.0,262438
Dehradun,1651756.0,75477
Indore,4845494.0,363237
Pune,5020726.0,358095
Bangalore,102823.0,1930
Chennai,235090.0,16610
Dehradun,57965.0,2222
Indore,498972.0,46197
Pune,482353.0,17873
Bangalore,0.0,14718
Chennai,0.0,78436
Dehradun,0.0,25768
Indore,0.0,91266
Pune,0.0,36698
Bangalore,0.0,21060
Chennai,0.0,113970
Dehradun,0.0,44960
Indore,0.0,175072
Pune,0.0,89346
Bangalore,0.0,1670
Chennai,0.0,9806
Dehradun,0.0,3476
Indore,0.0,19146
Pune,0.0,7358
Bangalore,71842.0,16123
Chennai,459958.0,113047
Dehradun,106882.0,20288
Indore,549473.0,131358
Pune,324090.0,56517
Bangalore,795586.0,32139
Chennai,2437901.0,80811
Dehradun,923246.0,17878
Indore,4838369.0,407439
Pune,6923521.0,134854
Bangalore,30586.0,1213
Chennai,142329.0,12777
Dehradun,50569.0,2926
Indore,175786.0,25827
Pune,161898.0,9764
Bangalore,0.0,15540
Chennai,0.0,51826
Dehradun,0.0,19632
Indore,0.0,70360
Pune,0.0,40554
Bangalore,0.0,31562
Chennai,0.0,79234
Dehradun,0.0,36908
Indore,0.0,233014
Pune,0.0,113148
Bangalore,0.0,2362
Chennai,0.0,7444
Dehradun,0.0,2648
Indore,0.0,48070
Pune,0.0,10214
Bangalore,128494.0,15826
Chennai,703987.0,123143
Dehradun,186698.0,21651
Indore,1087899.0,181990
Pune,573975.0,79401
Bangalore,1584819.0,97683
Chennai,2643201.0,160901
Dehradun,2255791.0,33685
Indore,5706772.0,460367
Pune,6229775.0,338476
Bangalore,67299.0,1882
Chennai,430294.0,16703
Dehradun,48713.0,2089
Indore,593021.0,78465
Pune,372897.0,19441
